code,product_name,brands,categories_tags,countries_tags,packaging_tags,stores,purchase_places,nutriscore_grade,nova_group,ecoscore_grade,ingredients_text,nutriments.sugars_100g,nutriments.energy-kcal_100g
8005525036192,Aglio in polvere,Fantasie Aromatiche,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8480017241658,Marcelo caramelo,día de fantasía,"snacks, sweet-snacks, confectioneries, candies, gummi-candies",romania,10,Unknown,Unknown,e,Unknown,Unknown,Unknown,59.0,337.0
5051413983102,The fantastic BAKERY 20 CHOCOLATE ASDA CARAMEL MIN,Asda,"snacks, sweet-snacks, biscuits-and-cakes, biscuits",united-kingdom,Unknown,ASDA,Unknown,e,Unknown,Unknown,Unknown,Unknown,Unknown
8901764021251,Fanta orange added flavors can 300ml,Unknown,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,Unknown,13.0,52.0
8032755706502,Fantasiotti prosciutto e formaggio,Unknown,"meats-and-their-products, prepared-meats, hams",italy,Unknown,Unknown,Unknown,e,Unknown,Unknown,Unknown,Unknown,Unknown
8032591054508,Misto fantasia,La casa de I Pasticcini,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5449000013279,Fanta mystère,Fanta,"beverages, carbonated-drinks, artificially-sweetened-beverages, sodas, diet-beverages, diet-sodas",romania,Unknown,Unknown,Unknown,b,Unknown,not-applicable,"declaraţie nutritională 100 ml 6 kj/ 2 kcal og le rediente: apa, grasimi: de lamaie din din care acizi graşi ma de acacia, saturati: at izobutirat de glucide: 0g a, conservanti din care zaharuri: fructe si legume proteine: og 0g (0%) stru briliant fcf). sare: 0,05 g (1%) 0,02 g de unica folosinta la primul rand). consumul de referintă al unui adult obisnuit (8400 kj/2000 kcal). 500 ml-2x 250 ml pentru: valoare energetica: c 0800-080-800 teleacces gratuit un produs de calitate al the coca cola company 6 og 09 09 og 250 ml (%*) 15 kj/ 5 kcal (0%) og (0%) 0g (0%) (0%) (0%) fanta.ro ده",0.0,2.0
2110543004736,Fanta,Unknown,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
9310155000574,Delites,Fantastic,Unknown,australia,Unknown,Unknown,Unknown,unknown,4.0,Unknown,"Rice Flour (54%), Maize Starch, Vegetable Oil (Ant ioxidant (E320)), Potato Starch, Cheese Powder (4% ) (Milk), Potato Flakes (Preservative (E222)), Tap ioca Starch, Sugar, Salt, Flavours (Milk, Soy), Ba mboo Fibre, Onion Powder, Garlic Powder, Yeast Ext ract, Anti-caking Agent (E551), Flavour Enhancer ( E635), Colour (PaprikaOleoresin), Food Acid (E330) . e.",Unknown,Unknown
9312165915916,Fanta Grape,Unknown,"beverages, carbonated-drinks, sodas",australia,Unknown,Unknown,Unknown,unknown,4.0,not-applicable,"carbonated water, high frutose corn syrup, flavours, acidity regulator (330, 334), preservative (202, 211), colours (129, 133).",Unknown,Unknown
0035826105875,Café Fantastico Instant Coffee Dark Roast,Food Lion,"plant-based-foods-and-beverages, beverages, plant-based-foods, coffees, instant-beverages, instant-coffees",united-states,Unknown,Unknown,Unknown,unknown,Unknown,f,Unknown,Unknown,Unknown
5000112661996,Fanta,Fanta,"beverages-and-beverages-preparations, beverages, sweetened-beverages",united-kingdom,Unknown,Unknown,Unknown,c,Unknown,Unknown,Unknown,Unknown,Unknown
5449000000460,#whatthefanta,Fanta,"beverages, carbonated-drinks, artificially-sweetened-beverages, sodas, diet-beverages, diet-sodas",romania,Unknown,Unknown,Unknown,b,Unknown,not-applicable,Unknown,0.0,2.0
5449000106889,Fanta Pineapple & Grapefruit 2ltr,Fanta,"beverages-and-beverages-preparations, plant-based-foods-and-beverages, beverages, plant-based-beverages, carbonated-drinks, fruit-based-beverages, sodas, fruit-sodas",united-kingdom,Unknown,Unknown,Unknown,c,Unknown,Unknown,Unknown,Unknown,Unknown
5449000009524,What the fanta,Fanta,"beverages, carbonated-drinks, sodas",united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8005525036369,Curry,Fantasie Aromatiche,"plant-based-foods-and-beverages, plant-based-foods, condiments, spices, curry-powder",italy,Unknown,Unknown,Unknown,not-applicable,Unknown,Unknown,Unknown,Unknown,Unknown
5449000090485,Fanta zero pineapple & grapefruit,Fanta,"beverages, carbonated-drinks",united-kingdom,Unknown,Unknown,Unknown,c,4.0,Unknown,"Carbonated Water, Fruit Juices From Concentrate 5% (Pineapple, Grapefruit). Acid (Citric Acid). Acidity Regulator (Sodium Citrates), Sweeteners (Aspartame, Acesulfame K), Flavourings, Preservative (Potassium Sorbate), Antioxidant (Ascorbic Acid). Stabilisers (Guar Gum, Glycerol Esters Of Wood Rosins), Colour (Carotenes). Contains a Source of Phenylalanine.",Unknown,Unknown
5449000036766,Watermelon Fanta Zero,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8034013890114,Pasta di semola di grano duro Fantasia,Unknown,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5449000001993,Fanta Zero Zahăr #WhatTheFanta Bezea de Lămâie,Coca Cola,"beverages, artificially-sweetened-beverages",romania,plastic,Unknown,Unknown,c,4.0,Unknown,"Ană, dioxid de carbon, acidifianţi (acid malic, acid citric), suc de lămâie din concentrat (1%), arome naturale, stabilizatori (gumă de acacia, polifosfati, esteri glicerici ai răşinilor din lemn, acetat izobutirat de zaharoză), îndulcitori (ciclamați, acesulfam-K, sucraloză), conservanti (sorbat de potasiu, benzoat de sodiu), concentrate din fructe și legume (cartofi dulci, mere, ridichi, cirese), colorant (albastru briliant FCF). A se consuma de preferinţă inainte de: vezi pe ambalaj (primul rând).",0.0,2.0
5449000008176,Fanta Zero Zahăr #WhatTheFanta Vanilie și Lime,Coca Cola,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas",romania,plastic,Unknown,Unknown,unknown,4.0,not-applicable,"Apă, dioxid de carbon, acidifianţi (acid malic, acid citric), suc de lămâie din concentrat (1%), arome naturale, stabilizatori (gumă de acacia, polifosfati, esteri glicerici ai răşinilor din lemn, acetat izobutirat de zaharoză), îndulcitori (ciclamați, acesulfam-K, sucraloză), conservanti (sorbat de potasiu, benzoat de sodiu), concentrate din fructe și legume (cartofi dulci, mere, ridichi, cireșe), colorant (albastru briliant FCF). A se consuma de preferinţă inainte de: vezi pe ambalaj (primul rând).",0.0,Unknown
5997001365274,Lunaldin,fantail,Unknown,romania,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,Unknown,Unknown
8005525037304,Aglio,Fantasie Aromatiche,"plant-based-foods-and-beverages, plant-based-foods, fruits-and-vegetables-based-foods, condiments, vegetables-based-foods, culinary-plants, garlic-and-their-products, garlic",italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
9310155006699,Thinnerbite black rice cakes,Fantastic,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,0.0,423.6
0313739170228,Gelato fantastico,Unknown,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8032628700156,fantasia di cereali affettato,granforno italia,"plant-based-foods-and-beverages, plant-based-foods, cereals-and-potatoes, breads, sliced-breads, multigrain-sliced-breads",italy,Unknown,Unknown,Unknown,c,4.0,Unknown,"Farina di GRANO tenero tipo &quot;00&quot;, acqua, semi di girasole 7%, semi di lino 7%, farina integrale ci GRANO tenero, farina di AVENA, crusca di GRANO, granella di SOIA, farina di mais estruso, GLUTINE DI FRUMENTO, farina di ORZO maltato, lievito, sale.",Unknown,Unknown
75006068,Fanta orange,Fanta,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,Unknown,Unknown
8003100817648,Fantasia di verdure patate carote piselli,selex,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5000112662238,Fanta Pineapple & Grapefruit,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5449000089359,Pineapple And Grapefruit Soda,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,4.0,Unknown,"carbonated water, fruit juices from concentrate 5% (pineapple, grapefruit), sugar, acid (citric acid), antioxidant (ascorbic acid), sweeteners (acesulfame k, aspartame, saccharins), preservative 32) (potassium sorbate), 12) flavourings, stabilisers (acacia gum, guar gum, sucrose acetate isobutyrate, glycerol esters of wood rosins), colour (carotenes), contains a source of phenylalanine, best before: see base of can store cool and dry,",Unknown,Unknown
8723400798637,Mentos alla fanta,Mentos,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8723400799313,Mentos Fanta,Fanta,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
9310155753913,Fantastic barbewue chicken rice cracker,Fantastic,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8005525022201,Maggiorana Foglie,Fantasie Aromatiche,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5449000308269,Fanta What the Fanta,Fanta,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5000112519747,Zero sugar watermelon fanta,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,Unknown,Unknown
04412755,Fanta,Cocacola comp.,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5070000358741,Crispy fantasy honey,Crispy Fantasy,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5795007660085,Eis Frozen Skyr Zitrone,Ice Fantasy,"desserts, frozen-foods, frozen-desserts, ice-creams-and-sorbets, frozen-sticks, ice-creams, ice-cream-bars",united-kingdom,Unknown,Unknown,Unknown,d,4.0,Unknown,"69,5% Eis mit Frischkäse (eingedickte entrahmte Milch, 30% Frischkäse, Glukosesirup, Molkenerzeugnis, Zucker, Dextrose, Zitronensaftkonzentrat, Speisegelatine [Rind], Emulgator: Mono - und Diglyceride von Speisefettsäuren; Stabilisator: Johannisbrotkernmehl, Guarkernmehl), 16% joghurthaltige Fettglasur (pflanzliche Fette [Kokos, Shea], Zucker, 11% Magermilchjoghurtpulver, Emulgator: Lecithine; natürliches Vanillearoma, Säuerungsmittel: Citronensäure), 14,5% Zitronensauce (Wasser, Zucker, 11% Zitronensaft aus Zitronensaftkonzentrat³, Dextrose, Stabilisator: Johannisbrotkernmehl, Pektine; färbendes Lebensmittel: Karottenkonzentrat, Saflorkonzentrat; Säuerungsmittel: Citronensäure; Säureregulator: Natriumcitrate; natürliches Aroma). Das Produkt kann Spuren von Gluten, Hühnerei, Erdnüssen, Soja und Schalenfrüchten enthalten.",Unknown,Unknown
0049000551051,Fanta? Zero sugar,Fanta,"beverages, carbonated-drinks, artificially-sweetened-beverages, sodas",united-states,Unknown,Unknown,Unknown,unknown,Unknown,not-applicable,Unknown,Unknown,Unknown
9310155008211,Goodies grains & seeds crackers,Fantastic,"snacks, salty-snacks, appetizers, biscuits-and-crackers, crackers-appetizers, cracker-biscuits-with-grains-seeds",australia,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8056149708361,The fantastic four,Unknown,dietary-supplements,italy,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown
9310155010450,Rice Squares - Black Pepper Flavour,Fantastic,"snacks, salty-snacks, appetizers, biscuits-and-crackers, crackers-appetizers, glut",australia,Unknown,Unknown,Unknown,e,4.0,Unknown,"Rice (76%), Vegetable Oil (Antioxidant (307b)), Sugar, Modified Tapioca Starch (1442), Salt, Maltodextrin, Soy Sauce Powder, Black Pepper (0.5%), White Pepper, Antioxidant (307b), Flavour Enhancers (635). Contains soy. May contain traces of milk, egg and sesame. Suitable for vegetarians and vegans. No added MSG. No artificial colours or flavours.",6.2,Unknown
0049000004540,Fanta zero sugar,Fanta,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,Unknown,Unknown
5000112519877,Fanta Raspberry zero sugar,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8056149708361,The fantastic four,Goovi,dietary-supplements,italy,Unknown,Unknown,Unknown,not-applicable,Unknown,Unknown,Unknown,Unknown,Unknown
59492580,Fanta portocale 0.5,"Fanta, Cadia, Coca-Cola, Coca-Cola Company","beverages-and-beverages-preparations, plant-based-foods-and-beverages, beverages, plant-based-beverages, carbonated-drinks, fruit-based-beverages, sodas, fruit-sodas, orange-soft-drinks, sweetened-beverages, ro:Suc-de-portocale, ro:suc de portocale",romania,Unknown,Unknown,Unknown,e,4.0,Unknown,"Apa, zahăr, sirop de fructoză-glucoză, suc de portocale din concentrat (5%), dioxid de carbon, Gräsim acidifiant acid citric, arome naturale de din care acizi grasi portocale cu alte arome naturale, antioxidant saturati acid ascorbic, colorant caroteni, stabilizator Glucide: guma de guar. A se consuma de preferință din care zaharur inainte de: vezi pe ambalaj (primul rând). A se Proteine: păstra la loc răcoros, ferit de soare. Ambalaj de Sare: unică folosintă. S.C. COCA-COLA HBC ROMÂNIA (*) Consumul de refen Cladirea 023, Etaj 1, Voluntari, Jud. Ilfov. 6 S.R.L., Şos. Bucuresti Nord, Nr. 10, (8400 kJ/2000 kcal Produs cu autorizarea The Coca-Cola Company. FANTA.ro 0800-080-000 Te (**) STICLA, EXCLUZ un produs de c Sunt o sticla real",Unknown,Unknown
5942321000206,Fanta portocale 2l,Fanta,"beverages-and-beverages-preparations, plant-based-foods-and-beverages, beverages, plant-based-beverages, carbonated-drinks, fruit-based-beverages, sodas, fruit-sodas, sweetened-beverages, Soft Drinks",romania,Unknown,Unknown,Unknown,e,4.0,Unknown,"Water, sugar, fruit syrup, orange concentrate (5%), carbon dioxide, citric acid, natural orange flavor with other flavors, ascorbic acid, coloring carotenes, guar gum stabilizer.",Unknown,Unknown
8005158003134,Fantasy point 3,Sgattoni,"seafood, frozen-foods, frozen-seafood",italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0070847896180,Ultra Fantasy Ruby Red,Monster Energy,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas, energy-drinks, energy-drink-without-sugar-and-with-artificial-sweeteners",united-states,Unknown,Unknown,Unknown,c,4.0,Unknown,"CARBONATED WATER, CITRIC ACID, ERYTHRITOL, TAURINE, SODIUM CITRATE, PANAX GINSENG FLAVOR, NATURAL FLAVORS, L-CARNITINE L-TARTRATE, POTASSIUM SORBATE, CAFFEINE, SUCRALOSE, D-CALCIUM PANTOTHENATE, ESTER GUM, INOSITOL, SODIUM BENZOATE, NIACINAMIDE, CYANOCOBALAMIN.",Unknown,Unknown
5942321000237,Fanta Grepfrut Roz zero zahar,Fanta,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas, ro:bautura",romania,Unknown,Unknown,Unknown,b,Unknown,Unknown,Unknown,Unknown,Unknown
5942321000244,fanta,Fanta,"beverages, carbonated-drinks, sodas",romania,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5942321000275,Unknown,Fanta,"beverages, carbonated-drinks, carbonated-fruit-soft-drink",romania,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
59492627,Unknown,"Fanta, Coca-Cola","beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas, ro:suc de struguri",romania,Unknown,Unknown,Unknown,d,4.0,Unknown,"Apă, sirop de fructoză-glucoză, dioxid de carbon, arome, extract de fructe și legume (morcovi, mere) acidifianţi acid citric şi acid malic, suc de struguri din ca concentrat (0,1%), corector de aciditate gluconat de satura sodiu, conservant sorbat de potasiu, indulcitori Guci sucraloză şi zaharinat de sodiu.",Unknown,Unknown
0070847896210,Monster Energy Ultra Fantasia Energy Drink,Monster,"beverages-and-beverages-preparations, beverages, energy-drinks",united-states,Unknown,Unknown,Unknown,unknown,4.0,Unknown,"CARBONATED WATER, CITRIC ACID (pH CONTROL), ERYTHRITOL, TAURINE, SODIUM CITRATE, PANAX GINSENG, FLAVOR, NATURAL FLAVORS, L-CARNITINE L-TARTRATE, POTASSIUM SORBATE (PRESERVATIVE), CAFFEINE, SUCRALOSE, SODIUM BENZOATE (PRESERVATIVE), NIACINAMIDE (VIT. B3), GUM ARABIC, D-CALCIUM PANTOTHENATE (VIT. B5), ESTER GUM, INOSITOL, PYRIDOXINE HYDROCHLORIDE (VIT. B6), RED 40, GUM TRAGACANTH, YELLOW 6, CYANOCOBALAMIN (VIT. B12)",Unknown,Unknown
5000112656206,Unknown,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5942321000176,Fanta madness 2.5,Fanta,"beverages-and-beverages-preparations, beverages, sweetened-beverages, Soft Drinks",romania,Unknown,Unknown,Unknown,e,4.0,Unknown,"water, fructose-glucose syrup, carbon dioxide, aroma, fruit and vegetable extract, concentrated grape juice (0.1%), acidity regulator citric acid and malic acid, sodium gluconate, potassium sorbate, sucralose, sodium saccharin",Unknown,Unknown
5000112664256,Fanta pineapple & grapefruit,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,Unknown,Unknown
8033866611327,Fantasia di gamberi vongole e zucchine,Il pesce gourmet,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0800000245834,Unknown,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,Unknown,Unknown
5942321000169,FANTA Portocale,Fanta,"beverages-and-beverages-preparations, plant-based-foods-and-beverages, beverages, plant-based-beverages, carbonated-drinks, fruit-based-beverages, sodas, fruit-sodas, orange-soft-drinks, sweetened-beverages, ro:toate produsele",romania,Unknown,Unknown,Unknown,e,4.0,Unknown,"Batura racoritoare carbogazoasă cu suc de portocale. grediente: apa, zahăr, sirop de fructoza-glucoză, suc de portocale din concentrat (5%), dioxid de carbon, acidifiant acid citric, arome naturale de portocale cu alte arome naturale, antioxidant acid ascorbic, colorant caroteni stabilizator guma de guar.",Unknown,Unknown
0052000001242,Fanta Grape,Unknown,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,12.4,48.0
0856873071407,Tokyo Fantasy Bento Box A,Inku Sushi,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,Unknown,197.0
5942321000152,Fanta doza,Fanta,ro:băutură răcoritoare,romania,Unknown,Unknown,Unknown,c,Unknown,Unknown,"Apă, zahăr, sirop de fructoză-glucoză, suc de portocale portocale cu alte arome naturale, antioxidant acid ascorbic, colorant care Datorita continutului de suc pot apărea sedimente naturale. A se consuma de preferinţă înainte de: vezi pe baza cutiei",Unknown,Unknown
59492696,Fanta portocale,Fanta,Unknown,romania,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4960371000220,Fanta Madness,Fanta,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas",romania,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
9300675094320,Pineapple Fanta Zero Sugar,Fanta,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,"2008 TAN zero sugar FANTA NUTRITION INFORMATION Servings per package: 5 Serving size: 250 mL Average Quantity Per Serving Per 100 mL Energy 6.0 kJ 2.4K 10 Soft Drink Contains: 1.4 Cal 0.6 Cal Carbonated Water, Food Acids (330, 331, 296), Protein Og Og Sweeteners (955,950), Preservative (202), Fat, total Og Og Flavour, Colour (102) saturated Og Og Made in Australia from imported and cal ingredients. Carbohydrate 0.04 g 0.02g Store in a cool place. - sugars Og Oq For best before date see neck of bottle. Dietary Fibre Og Og Sodium 17 mg 6.8 mg 口口 Prepared and bottled by Coca-Cola Europacific Partners Australia Pty Ltd, 102 Briens Road, Northmead NSW 2152 Australia, under authority of The Coca-Cola Company, owner of the trade mark 'Fanta'. coca-colacompany.com/au 02023 The Coca-Cola Company 1800 025 123",0.0,0.56
8000411270957,Fantasia di Funghi,Di Biase,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8008660772116,Aprikose,Fantasy,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0000599266993,Sandía 0 azúcares,Fanta,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,Unknown,7.0
9300675094306,Zero Sugar Pineapple,Fanta,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,Unknown,0.583
5000112664232,Fanta zero suger,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,Unknown,Unknown
5908258401936,Fantazja (Mixed Greens),Prima Natura,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,2.7,23.0
59497240,Fanta Tropical 0.5,Coca Cola,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas, sweetened-beverages",romania,plastic,Unknown,Unknown,unknown,4.0,Unknown,"Apă, zablir, suc de portocale din concentrat (2,8%), dioxid de at acid citric, arome, servant: sorbat de potasiu, estori glicerici ai răşinilor din lemn, guma de acacia, gumi aidant: acid ascorbic. A se consuma de preferința inainte de (primul rand). A se past loc răcoros, ferit de soare. de unica folosinta SC COCA-COLA HBC ROMANIA SRL 50s, Bucuresti Nord Nr. 10, Eta 1, Voluntan, Jud. sc area The Coca-Cola Company - TetAcces Gratuit The Coca-Cola Company",13.2,53.0
5942321003122,Fanta Tropical 2l,Coca Cola,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas",romania,plastic,Unknown,Unknown,unknown,4.0,Unknown,"Hár, suc de portocale din concentrat (2,8%), dioxid de acidifiant: acid citric arome, conservant: sorbat de tai stabilizatori: esteri glicerici al rasinilor din lemn, gumă de acacia, gumă de guar, antioxidant: acid ascorbic ma de preferința inainte de: vezi pe ambalaj (primul rand la foc racores, ferit de soare. Ambalaj de unică folosin The Coca-Cola Company",Unknown,53.0
9310155012300,Thai Chilli & Lemongrass,Fantastic Delites,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,4.4,363.0
9300675003766,FANTA ORANGE 24X375ML,Unknown,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,Unknown,Unknown
8005085719955,cioco fantasy fondente,crispo,it:cioccolatini,italy,Unknown,Unknown,Unknown,e,4.0,Unknown,"cioco FANTASY Bauletti di finissimo cioccolato fondente Fine dark chocolates BAULETTI DI FINISSIMO ciocCOLATO FONDENTE INGREDIENTi cioccolato fondente (100%) (zucchero, pasta di cacao, burro di cacao, emulsionante lecitina di SOIA, aroma naturale di vaniglia. Cacao min. 49%).",Unknown,Unknown
87363456,FANTA 1700 400kcal Wilhelmina,Wilhelmina,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,40g Wilhelmin,25.0,100.0
8001440135415,Fantasia di lenticchie e cereali,Cirio,"plant-based-foods-and-beverages, plant-based-foods, legumes-and-their-products, cereals-and-potatoes, legumes, seeds, cereals-and-their-products, legume-seeds",italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
9345577002677,LIT FAT LAMB FANTASY PET 1.25L,Unknown,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5000112662672,Lemon,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0850017589209,Fantasy Mix,Hi--Chew,Unknown,united-states,Unknown,Unknown,Unknown,unknown,4.0,Unknown,"GLUCOSE SYRUP, SUGAR, HYDROGENATED PALM KERNEL OIL, GELATIN, MALIC ACID, CITRIC ACID, NATURAL AND ARTIFICIAL FLAVORS, SPIRULINA EXTRACT (COLOR), FRUIT JUICE CONCENTRATE (COLOR), VEGETABLE JUICE CONCENTRATE (COLOR), SUCROSE FATTY ACID ESTERS, SORBITAN TRISTEARATE, RED RASPBERRY JUICE CONCENTRATE, LEMON JUICE CONCENTRATE, PINEAPPLE JUICE CONCENTRATE, BETA-CAROTENE (COLOR)",Unknown,Unknown
0049000080780,Fanta,Unknown,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,21.0,40.0
5942321000190,Unknown,Fanta,Unknown,romania,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8050519314442,Friselle integrali,Fantasie pugliesi,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5000112557022,Fanta - Fanta,Unknown,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8057204092241,Insalata fantasia,Unknown,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
9310151050801,Delites Sour Cream And Chives,Fantastic,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,6.5,397.0
0049000557473,Fanta Haunted Apple,Fanta,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,12.3,47.0
8001120751539,Fantasia di funghi alla boscaiola con porcini,Unknown,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0862853000428,Hawaiian Holiday BBQ Sauce,Mr. Fantastical's Fabulous Formulations,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,30.6,139.0
5449000330949,Afterlife,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5000112642711,Fanta zero sugar raspberry taste,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0724417589209,Hi-Chew Fantasy Mix,Hi-Chew,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Unknown,61.3,419.0
8018708959348,Fantasia julienne insalata,Unknown,Unknown,italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5000112670851,Fanta málnaízű zéró cukor,Unknown,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5942321000183,fanta mednes 0.33,Fanta,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas",romania,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0000981435276,Aranciata,Fanta,Unknown,italy,it:bottiglia-pet,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0004656701957,"Energy liquid water enhancer, fantasy fruit",Unknown,Unknown,united-states,Unknown,Unknown,Unknown,unknown,4.0,unknown,"Citric acid, water, propylene glycol, caffeine, sodium citrate, sucralose and acesulfame potassium (sweeteners), caramel color, natural flavor, taurine, niacinamide, ginseng extract (panax), guarana extract, potassium sorbate (preservative), yellow 5, vitamin b6, sulfites, vitamin b12.",0.0,0.0
